"Transcript" "M1-10" "M1-13" "M1-28" "M1-3" "M1-30" "M1-31" "M1-32" "M1-8" "M2-13" "M2-14" "M2-15" "M2-17" "M3-26" "M3-28" "M3-4" "M3-5" "M3-8" "M3-9" "M4-1" "M4-17" "M4-18" "M4-21"
"8044" "FBtr0075606" 11.256 10.413 20.08 9.661 12.2 13.713 9.463 10.35 22 11.328 11.179 18.162 16.97 15.976 18.638 29.965 16.643 15.717 17.029 17.224 20.083 19.36
"8045" "FBtr0113333" 15.788 16.614 25.256 14.659 18.854 29.21 15.729 15.439 26.743 17.828 15.308 24.673 24.42 22.061 28.381 15.151 22.166 21.602 19.469 26.641 25.026 27.852
"8046" "FBtr0300757" 7.17 7.144 11.582 6.04 8.442 11.966 6.893 6.776 12.491 7.8 7.213 11.324 10.602 10.971 11.39 10.394 10.184 9.425 9.292 11.921 12.507 12.686
"8047" "FBtr0300758" 6.473 6.403 11.648 6.584 6.561 9.266 5.605 6.236 12.498 7.002 5.83 10.889 10.841 8.66 12.522 10.745 9.582 9.67 9.967 10.058 10.036 11.974
"8048" "FBtr0075544" 1.646 1.6 2.027 1.101 0.8 2.581 1.638 1.331 2.136 0.941 1.738 1.853 1.175 1.348 1.061 0.173 1.048 0.747 1.524 1.454 1.381 1.427
"8049" "FBtr0075547" 7.788 8.929 12.342 8.026 11.699 11.159 11.562 8.55 12.05 15.997 13.109 13.466 10.778 11.057 7.62 3.188 7.601 8.032 8.28 13.389 10.552 10.435
"8050" "FBtr0075548" 22.905 20.564 13.705 29.201 26.873 11.758 22.866 20.106 20.419 34.641 20.415 22.04 33.919 23.343 22.358 12.825 20.699 23.991 25.199 32.894 25.974 23.647
"8051" "FBtr0075605" 8.069 7.157 7.281 8.167 8.47 9.295 7.399 9.884 7.776 9.237 7.306 8.582 10.26 8.087 10.391 11.48 8.31 7.073 8.34 9.797 9.172 8.976
"8052" "FBtr0075604" 10.006 10.514 12.071 10.716 10.763 13.112 13.381 10.896 13.067 12.374 14.209 14.324 12.51 10.699 12.407 6.723 11.107 10.189 11.537 10.754 12.686 12.497
"8053" "FBtr0072741" 84.254 78.191 199.73 91.981 95.216 160.186 119.685 75.518 154.038 220.109 250.267 160.969 100.696 102.988 94.469 49.071 90.412 115.717 107.293 146.395 133.368 113.579
"8054" "FBtr0091757" 6.772 7.939 13.967 8.595 4.76 9.987 8.454 7.022 8.568 8.677 9.074 13.223 9.893 10.219 8.631 10.708 7.208 8.486 6.996 7.898 8.12 8.223
"8055" "FBtr0091756" 6.772 7.939 13.967 8.595 4.76 9.987 8.454 7.022 8.568 8.677 9.074 13.223 9.893 10.219 8.631 10.708 7.208 8.486 6.996 7.898 8.12 8.223
"8056" "FBtr0075552" 35.51 43.467 32.619 43.086 56.241 101.147 160.518 40.172 73.726 324.604 212.625 102.642 110.135 102.921 56.684 72.541 36.356 40.572 70.414 301.712 323.092 334.731
"8057" "FBtr0075553" 39.487 48.466 36.206 47.878 62.468 112.581 178.719 44.63 81.916 361.404 236.25 114.321 122.468 114.485 63.162 80.691 40.441 45.13 78.181 335.637 358.505 371.662
"8058" "FBtr0075554" 40.019 49.119 36.693 48.422 63.309 114.096 181.082 45.23 83.019 365.994 239.376 115.843 124.116 116.025 63.836 81.777 40.986 45.738 79.184 340.08 363.277 376.545
"8059" "FBtr0075555" 39.409 47.753 36.56 48.533 60.93 112.48 174.017 42.971 81.533 349.136 231.763 111.975 117.094 110.175 62.758 83.509 39.174 44.171 76.685 317.27 345.083 359.589
"8060" "FBtr0075601" 20.759 20.265 27.177 21.96 20.762 22.28 16.268 17.819 23.817 15.28 20.992 25.809 19.703 19.054 22.143 18.494 20.241 18.305 19.608 18.744 21.268 19.349
"8061" "FBtr0075600" 48.112 47.053 63.742 50.778 47.757 51.8 37.898 35.571 55.725 32.769 49.816 61.534 46.34 42.108 51.091 39.633 47.705 42.481 45.94 44.036 50.129 44.424
"8062" "FBtr0075599" 39.791 37.469 50.968 42.456 42.885 44.065 32.315 39.025 44.075 31.266 39.753 48.631 37.594 38.768 45.798 36.315 37.143 36.76 35.463 37.238 37.569 37.731
"8063" "FBtr0075557" 5.617 5.915 4.516 5.507 3.805 3.468 6.386 4.993 4.036 3.882 3.792 3.16 7.21 7.172 8.466 4.469 6.976 8.033 5.495 4.899 5.122 4.478
"8064" "FBtr0075558" 4.932 4.949 3.936 4.662 3.169 3.121 5.424 4.169 3.684 3.288 3.239 3.009 6.132 6.065 6.658 4.037 5.933 6.71 4.905 4.065 4.574 4.019
"8065" "FBtr0072742" 48.572 59.246 99.498 57.912 66.156 84.486 54.41 55.082 71.711 65.699 74.258 76.246 42.181 42.032 48.928 39.151 38.187 42.014 39.436 64.244 51.425 40.613
"8066" "FBtr0075559" 60.571 56.882 73.711 62.368 59.991 74.352 68.783 56.117 67.638 88.01 70.592 78.828 84.637 87.834 73.116 28.847 70.104 68.9 75.427 92.884 78.96 73.052
"8067" "FBtr0075560" 60.405 56.739 73.519 62.229 59.858 74.171 68.626 56.012 67.457 87.811 70.429 78.61 84.439 87.625 72.96 28.783 69.949 68.725 75.229 92.649 78.772 72.845
"8068" "FBtr0072829" 71.611 71.786 85.674 81.973 77.732 68.066 72.095 93.6 68.129 76.531 77.604 82.011 78.723 93.479 102.757 46.596 83.682 78.807 82.969 101.951 81.542 73.144
"8069" "FBtr0072828" 67.347 67.422 80.615 76.99 73.266 63.849 67.818 88.162 64.077 71.992 73.188 77.015 74.12 87.043 96.311 43.573 78.766 74.218 77.959 95.404 76.92 68.886
"8070" "FBtr0075596" 47.67 44.588 51.395 50.43 39.763 51.02 36.077 42.697 54.526 55.16 39.851 57.622 47.644 48.655 43.689 41.298 50.63 48.834 56.572 44.535 50.358 46.23
"8071" "FBtr0075561" 20.44 23.364 22.944 23.37 20.16 21.387 23.827 21.371 20.762 19.246 21.694 21.937 22.447 19.906 18.907 28.927 17.353 17.907 21.712 20.548 22.987 20.702
"8072" "FBtr0075562" 37.829 38.082 33.477 38.879 32.908 35.823 37.158 36.982 32.462 32.015 35.108 32.453 27.431 29.709 36.427 13.807 36.936 38.794 34.977 28.727 28.432 27.017
"8073" "FBtr0075563" 19.77 18.505 25.877 26.78 62.969 27.068 22.405 23.299 58 26.174 19.906 26.114 27.888 51.537 43.515 458.944 18.826 17.462 18.69 24.288 21.025 19.858
"8074" "FBtr0075595" 5.074 4.554 4.698 5.092 5.787 4.534 6.228 5.681 4.984 5.927 5.332 6.316 5.296 7.191 4.51 5.747 5.045 4.315 4.672 5.896 4.857 4.238
"8075" "FBtr0075564" 3.199 3.069 4.234 2.925 3.663 4.116 4.085 3.968 4.387 5.213 5.416 4.94 6.101 5.588 4.376 0.809 4.435 4.039 5.466 6.338 5.571 6.352
"8076" "FBtr0075565" 23.639 21.108 27.233 21.521 25.774 29.696 29.19 28.833 25.22 31.581 30.816 32.276 27.026 27.54 23.552 29.111 23.987 22.948 23.844 30.173 23.841 25.036
"8077" "FBtr0075566" 25.483 22.782 29.446 23.051 27.539 32.376 31.469 30.862 27.137 33.811 32.643 34.706 28.811 29.187 24.661 31.866 25.916 24.69 25.484 32.595 25.51 26.858
"8078" "FBtr0075592" 25.29 26.494 27.241 25.505 27.683 27.423 26.601 29.01 24.656 25.708 27.438 24.931 21.395 26.267 29.026 21.626 23.494 25.778 26.623 25.807 28.367 28.237
"8079" "FBtr0300329" 27.742 28.58 29.437 28.183 30.343 29.046 29.93 32.243 25.123 28.541 30.345 25.839 23.474 29.33 33.238 27.11 25.689 29.424 29.843 28.975 30.653 31.457
"8080" "FBtr0301186" 28.041 28.996 30.44 28.618 30.793 29.814 30.171 32.019 25.822 28.429 31.058 26.231 23.844 28.818 32.734 26.157 26.281 29.612 29.825 29.484 30.844 31.322
"8081" "FBtr0075567" 15.075 14.786 13.762 14.735 8.762 16.85 12.628 14.333 11.716 14.793 12.544 11.53 10.64 14.844 14.463 2.143 12.997 16.602 12.617 14.109 11.855 10.027
"8082" "FBtr0075568" 14.401 14.132 13.242 14.16 8.431 16.076 12.054 13.636 11.17 14.154 11.977 11.037 10.136 14.122 13.767 2.066 12.394 15.795 12.05 13.47 11.346 9.592
"8083" "FBtr0075569" 19.391 19.389 18.555 19.367 12.409 21.296 16.073 19.495 15.684 18.649 17.044 15.152 13.307 17.985 18.339 2.332 17.123 21.163 17.015 18.06 15.857 13.853
"8084" "FBtr0290065" 17.441 17.392 16.752 17.269 11.169 19.613 14.462 17.695 14.106 16.768 15.304 13.595 11.901 15.926 16.217 2.065 15.397 18.987 15.317 16.177 14.32 12.483
"8085" "FBtr0072743" 10.822 10.105 11.448 14.011 10.776 9.905 11.708 12.985 10.597 10.856 10.537 12.329 16.59 14.085 15.486 2.477 11.809 11.066 12.918 12.995 10.312 9.871
"8086" "FBtr0072826" 12.827 11.699 15.261 13.189 12.147 14.438 10.692 14.983 12.321 9.399 10.187 11.851 9.877 11.325 10.24 8.82 9.111 7.568 8.785 10.046 9.996 8.694
"8087" "FBtr0072827" 12.385 10.909 14.956 12.707 12.088 13.797 10.149 14.752 12.138 9.094 9.645 11.11 9.436 10.985 9.529 7.199 8.45 7.264 8.28 9.308 9.637 8.092
"8088" "FBtr0075591" 12.823 12.992 16.491 12.945 12.126 15.678 13.9 17.451 10.748 11.685 13.687 11.276 14.32 15.031 15.013 8.912 15.545 13.57 14.743 13.978 11.777 12.779
"8089" "FBtr0075590" 0.959 0.814 0.938 0.837 1.975 0.874 1.009 1.017 0.784 0.826 1.045 1.439 0.725 0.629 1.492 2.568 1.249 1.109 1.287 0.857 1.291 1.066
"8090" "FBtr0299851" 7.396 9.502 5.628 7.16 13.164 6.02 9.59 8.032 7.068 9.439 11.421 7.011 8.106 5.509 10.832 5.694 6.386 6.208 6.483 8.712 6.797 5.771
"8091" "FBtr0299850" 5.372 6.722 4.092 4.868 7.892 4.436 6.954 5.374 4.382 6.548 8.993 4.61 5.111 3.902 6.744 2.421 4.857 4.444 4.925 6.038 5.021 3.831
"8092" "FBtr0075570" 0.99 0.788 0.785 1.007 0.913 0.741 0.703 0.651 0.653 1.005 0.805 1.003 1.286 1.046 1.091 0.081 0.779 0.874 1.153 1.079 0.783 0.874
"8093" "FBtr0075584" 0.119 0.458 0.618 0.112 0.168 0.472 0.705 0.943 0.126 0.395 1.503 0.444 1.314 0.411 0.741 1.353 1.034 0.626 2.008 0.333 4.04 3.033
"8094" "FBtr0072744" 3.901 3.108 5.583 3.042 2.902 4.657 3.025 3.015 2.595 2.919 3.154 4.272 2.261 3.17 2.086 2.121 2.27 2.789 3.004 3.491 3.174 2.792
"8095" "FBtr0075578" 0.593 2.087 1.05 2.246 2.306 0.522 3.589 2.28 0.386 0.496 0.832 0.628 1.775 0.828 1.31 0.038 1.008 1.017 1.103 0.659 1.297 0.716
"8096" "FBtr0299517" 0.326 0.975 0.297 0.845 0.933 0.132 0.867 1.056 0.265 0.258 0.454 0.357 0.473 0.345 0.581 0.406 0.087 0.526 0.322 0.186 0.249 0.335
"8097" "FBtr0075580" 5.72 12.826 12.49 18.171 17.118 7.466 20.164 13.213 5.842 13.137 21.145 11.642 20.305 13.771 7.928 6.587 7.519 7.291 10.916 13.268 14.035 13.959
"8098" "FBtr0072745" 35.126 35.793 40.63 39.379 27.896 34.189 29.368 32.099 39.389 34.414 29.272 37.313 29.601 27.973 27.626 15.65 31.76 30.538 29.893 31.188 27.814 25.497
"8099" "FBtr0113122" 39.704 39.949 44.684 41.417 33.882 39.069 33.42 35.271 43.542 36.488 32.509 39.312 29.991 30.54 30.478 21.355 33.615 33.838 33.707 33.886 33.192 27.33
"8100" "FBtr0075579" 17.084 17.296 18.91 18.839 15.775 16.195 14.323 19.749 18.284 15.483 13.902 16.631 16.32 16.615 22.695 17.942 19.942 22.321 17.832 18.748 18.644 17.97
"8101" "FBtr0072746" 33.502 32.867 39.382 37.357 26.899 30.415 28.236 30.726 38.565 33.442 28.786 35.844 28.916 26.7 26.589 19.565 30.894 29.158 29.252 29.704 27.599 25.265
"8102" "FBtr0075502" 0.103 0.113 0.153 0 0 0.273 0 0 0.657 0.152 0.104 0.32 1.137 0 0.086 0 0.716 0.361 0.316 0.192 1.234 0.461
"8103" "FBtr0075503" 0.476 0.392 0.235 0.447 0.502 0.838 0.625 0 0.841 0.292 0.32 0.738 0.25 0.729 0.066 0 0.55 0.278 0.389 1.254 2.845 0.637
"8104" "FBtr0075542" 67.988 67.689 62.447 71.1 43.073 74.607 63.035 59.717 64.889 52.072 57.749 45.62 69.653 65.277 78.124 30.747 70.302 73.624 72.597 68.829 67.922 67.135
"8105" "FBtr0075543" 52.95 61.435 46.104 56.221 29.964 60.764 52.875 51.678 50.129 45.81 43.093 58.046 49.831 46.119 50.593 10.601 56.576 57.382 58.408 46.207 41.566 39.884
"8106" "FBtr0075541" 61.829 67.632 49.302 60.549 34.693 71.108 60.56 59.12 49.311 49.274 46.573 60.686 53.688 59.964 71.321 6.554 66.253 73.05 68.646 58.086 49.489 46.929
"8107" "FBtr0075504" 3.891 3.663 4.333 2.497 3.365 5.164 3.559 4.09 4.253 4.013 4.654 5.721 3.854 5.21 4.031 3.943 3.535 3.625 2.777 3.957 4.421 3.46
"8108" "FBtr0100528" 40.028 42.823 38.197 43.578 24.159 38.406 38.948 41.236 35.102 43.143 37.19 38.564 33.802 31.536 32.298 10.952 34.061 33.915 31.147 34.385 27.796 24.046
"8109" "FBtr0075540" 39.754 42.51 37.922 43.284 24.041 38.116 38.676 40.925 34.817 42.831 36.983 38.29 33.547 31.213 32.054 10.869 33.9 33.724 30.906 34.186 27.623 23.881
"8110" "FBtr0075539" 39.421 42.233 37.631 43.051 23.532 37.967 38.423 40.295 34.473 42.378 36.582 37.906 33.225 30.979 31.711 10.636 33.361 33.286 30.642 33.805 27.408 23.554
"8111" "FBtr0075538" 34.178 36.866 32.57 37.118 19.998 33.324 33.176 33.545 30.514 36.493 31.399 32.916 28.923 26.344 26.519 8.233 28.276 27.799 26.469 28.854 23.586 19.943
"8112" "FBtr0075505" 19.557 20.57 18.256 20.209 15.784 17.607 15.346 19.361 19.688 15.487 15.403 17.467 18.025 20.066 23.147 8.178 22.329 24.304 19.182 20.509 17.655 15.535
"8113" "FBtr0075506" 2.723 3.875 3.41 2.356 3.493 3.316 2.952 2.869 3.417 3.022 2.895 4.392 3.743 4.021 2.712 1.172 3.3 2.797 2.562 4.05 3.336 2.648
"8114" "FBtr0075537" 18.525 21.968 27.07 21.363 20.596 23.618 24.677 20.491 22.371 23.42 24.507 22.824 21.682 22.144 21.343 29.249 19.707 17.367 19.418 17.847 20.435 17.911
"8115" "FBtr0075536" 28.613 30.244 34.189 33.918 25.098 32.795 32.77 33.144 32.174 31.817 30.983 35.133 38.496 35.193 32.108 43.287 32.796 25.123 31.155 28.125 32.654 31.675
"8116" "FBtr0075534" 2.145 1.669 1.707 1.516 1.16 2.203 1.878 1.313 2.533 1.695 1.842 2.166 1.386 1.248 1.57 0.322 1.861 1.507 1.533 1.25 1.663 1.465
"8117" "FBtr0075535" 3.558 2.819 2.905 2.54 1.979 3.76 3.135 2.179 4.209 2.876 3.094 3.535 2.351 2.172 2.709 0.378 3.078 2.534 2.594 2.159 2.721 2.416
"8118" "FBtr0100035" 18.949 23.629 20.533 19.185 8.833 19.587 16.287 22.971 17.49 13.328 13.841 15.668 15.199 16.241 18.597 9.92 20.836 21.878 15.85 16.514 14.182 13.281
"8119" "FBtr0100036" 19.9 24.619 21.42 19.857 9.934 20.285 17.109 23.861 18.38 14.04 14.311 16.693 16.095 16.502 19.093 9.921 21.509 23.065 16.488 17.208 14.834 13.999
"8120" "FBtr0100037" 19.893 24.7 21.216 19.799 9.884 20.383 16.949 23.73 18.244 13.989 14.184 16.647 16.104 16.695 19.056 9.768 21.42 22.927 16.343 17.195 14.744 14.005
"8121" "FBtr0301510" 17.617 21.866 18.949 17.657 8.75 18.021 15.137 21.282 16.374 12.499 12.64 14.929 14.186 14.719 16.95 8.724 19.058 20.306 14.643 15.235 13.182 12.44
"8122" "FBtr0075533" 12.587 15.589 8.588 12.333 7.613 13.164 8.726 16.045 10 6.844 7.481 5.385 7.962 12.387 12.242 6.705 11.018 10.343 8.976 13.251 7.506 8.962
"8123" "FBtr0100034" 13.772 16.527 14.658 14.333 6.209 13.408 12.408 15.5 11.814 9.696 10.113 11.56 11.301 10.366 13.017 6.57 14.619 15.395 11.606 11.395 9.6 8.809
"8124" "FBtr0089527" 24.324 25.41 23.722 22.05 15.49 29.152 20.959 24.626 26.374 17.563 18.846 23.14 18.537 19.259 19.367 5.989 23.118 22.373 22.939 18.578 21.591 17.76
"8125" "FBtr0075529" 35.205 34.578 38.63 33.078 26.344 41.927 25.575 41.992 42.864 38.871 28.781 37.655 26.866 30.411 32.742 11.985 25.746 21.902 26.462 24.625 21.842 21.648
"8126" "FBtr0075528" 33.36 32.13 37.848 30.643 25.333 40.813 25.709 36.111 40.046 34.815 30.463 33.27 24.62 24.426 29.376 14.772 25.86 21.228 28.246 22.252 21.79 22.203
"8127" "FBtr0072747" 70.9 74.287 70.572 95.136 53.412 70.778 62.667 83.948 78.177 56.206 56.28 53.475 52.682 81.764 86.33 19.682 71.728 76.144 60.176 77.946 68.408 49.507
"8128" "FBtr0075509" 19.606 18.626 25.842 19.042 22.908 24.409 18.04 19.728 19.724 23.179 21.759 24.223 22.449 20.167 20.323 35.395 19.224 16.326 22.638 21.24 21.153 20.486
"8129" "FBtr0273189" 19.502 18.527 25.705 18.941 22.786 24.28 17.944 19.623 19.62 23.056 21.643 24.094 22.33 20.06 20.215 35.207 19.122 16.239 22.535 21.128 21.041 20.45
"8130" "FBtr0075510" 13.008 13.549 14.416 14.009 9.979 14.239 12.113 11.373 12.882 10.748 12.881 13.782 12.052 13.599 13.196 3.207 12.565 13.964 12.972 10.663 10.459 12.171
"8131" "FBtr0075511" 14.518 12.527 3.956 14.734 8.182 4.407 6.31 16.674 6.559 5.271 4.622 6.465 10.092 5.247 18.258 11.05 9.569 15.131 7.809 6.875 7.071 6.317
"8132" "FBtr0075527" 14.743 14.552 12.296 13.105 11.317 15.111 15.45 11.549 15.425 16.756 15.7 16.439 10.331 10.107 9.168 5.333 9.755 9.415 11.63 11.244 10.984 9.99
"8133" "FBtr0075512" 5.083 9.759 5.422 6.528 17.319 6.85 14.43 8.42 5.702 4.94 7.379 6.353 7.628 8.594 8.667 8.15 6.07 8.59 6.39 5.665 6.372 6.927
"8134" "FBtr0075526" 26.524 27.103 22.386 24.558 24.596 25.653 24.946 22.775 21.818 22.024 25.943 23.903 20.754 20.311 21.753 9.649 22 22.735 23.305 20.308 22.19 18.589
"8135" "FBtr0075525" 27.6 28.173 23.258 25.544 25.564 26.689 25.951 23.675 22.686 22.888 26.96 24.847 21.579 21.13 22.582 10.043 22.849 23.664 24.213 21.098 23.078 19.344
"8136" "FBtr0075523" 27.652 28.21 23.301 25.592 25.612 26.739 25.999 23.72 22.729 22.931 27.01 24.894 21.619 21.17 22.625 10.062 22.892 23.709 24.258 21.137 23.112 19.38
"8137" "FBtr0075524" 27.678 28.237 23.323 25.616 25.636 26.764 26.024 23.737 22.75 22.953 27.036 24.917 21.64 21.19 22.646 10.072 22.913 23.731 24.281 21.157 23.133 19.398
"8138" "FBtr0075513" 10.11 11.358 5.499 14.077 10.886 4.25 6.809 10.787 6.902 4.983 5.234 6.251 9.806 8.53 10.952 13.215 10.629 9.544 10.459 9.026 8.432 8.965
"8139" "FBtr0075514" 26.669 25.168 13.455 24.754 16.459 15.811 17.406 25.419 17.652 10.468 15.472 12.691 17.45 17.313 23.235 19.825 21.655 21.586 17.274 15.684 14.561 13.855
"8140" "FBtr0302493" 1.469 1.564 1.066 0.972 0.85 1.216 1.111 0.698 1.363 0.847 0.841 1.375 2.537 0.926 1.98 3.453 0.899 1.31 1.322 0.669 1.319 1.798
"8141" "FBtr0075515" 1.23 1.3 1.236 0.761 0.666 0.953 0.941 0.737 1.148 0.696 0.795 1.161 1.987 0.829 1.551 2.705 0.782 1.026 1.215 0.545 1.213 1.509
"8142" "FBtr0075516" 12.477 10.183 4.473 11.719 8.656 4.036 6.807 8.776 5.777 4.83 5.136 5.867 9.147 4.119 10.416 8.994 7.398 7.532 7.891 4.701 6.919 5.304
"8143" "FBtr0075517" 22.047 24.212 20.317 27.603 22.619 22.442 28.346 25.868 24.7 28.666 31.135 25.043 29.842 22.557 29.049 20.999 22.674 26.985 24.994 30.049 27.389 28.581
"8144" "FBtr0075522" 2.867 3.152 4.203 2.396 3.32 4.397 3.311 2.528 3.437 4.333 3.861 3.568 3.232 3.38 3.62 2.421 2.461 3.137 3.269 3.839 3.333 3.345
"8145" "FBtr0075518" 19.974 20.242 19.388 19.039 15.416 20.107 17.658 17.809 16.305 21.133 17.727 19.279 15.708 17.285 19.036 4.781 17.777 19.222 19.296 19.121 17.78 15.038
"8146" "FBtr0075521" 22.449 23.638 21.595 25.884 16.977 21.934 19.918 24.279 21.742 20.553 17.57 24.134 22.511 17.804 19.452 9.462 17.01 19.042 19.181 17.012 19.438 17.201
"8147" "FBtr0075519" 21.35 22.519 21.142 18.911 18.267 20.653 19.767 26.786 22.335 19.747 21.477 19.24 16.973 17.739 17.091 18.627 16.995 14.327 16.785 17.989 18.478 16.494
"8148" "FBtr0075520" 20.955 20.866 19.623 22.758 24.003 21.173 23.416 19.046 18.976 22.203 29.336 25.846 19.15 17.909 16.888 12.232 20.023 18.82 20.602 23.827 18.967 18.382
"8149" "FBtr0072825" 8.751 10.208 7.67 8.496 11.608 9.023 10.485 10.457 8.731 8.387 10.143 7.949 10.723 9.73 9.938 10.331 8.728 9.909 8.997 8.243 8.814 8.343
"8150" "FBtr0075435" 1.845 1.863 1.462 2.106 1.713 1.303 1.56 1.569 1.009 1.288 1.752 1.238 1.767 1.134 1.72 0.614 1.525 1.634 1.681 1.018 1.011 1.11
"8151" "FBtr0075436" 1.813 1.835 1.437 2.07 1.683 1.281 1.534 1.542 0.992 1.266 1.722 1.217 1.736 1.115 1.691 0.603 1.499 1.606 1.652 1.001 0.993 1.097
"8152" "FBtr0075437" 29.725 40.169 19.213 29.317 36.334 39.597 30.567 30.838 41.111 19.403 20.725 23.259 30.459 39.577 35.012 30.407 34.192 39.808 29.711 26.297 20.757 28.051
"8153" "FBtr0301003" 31.166 42.277 20.315 30.774 38.249 40.912 32.046 32.085 42.677 20.105 21.933 24.46 31.846 41.775 36.565 32.39 35.921 41.845 31.361 27.252 21.934 29.416
"8154" "FBtr0100190" 0.109 0.314 0.545 0.409 0.335 0.192 0.311 0.325 0.273 0.297 0.361 0.265 0.486 0.605 1.034 0.029 0.472 0.508 0.383 0.937 1.004 0.437
"8155" "FBtr0100191" 0.109 0.321 0.558 0.427 0.343 0.196 0.318 0.333 0.279 0.304 0.37 0.271 0.497 0.619 1.059 0.03 0.484 0.521 0.393 0.959 1.028 0.444
"8156" "FBtr0091793" 0.109 0.314 0.545 0.409 0.335 0.192 0.311 0.325 0.273 0.297 0.361 0.265 0.486 0.605 1.034 0.029 0.472 0.508 0.383 0.937 1.004 0.437
"8157" "FBtr0091794" 0.109 0.321 0.558 0.427 0.343 0.196 0.318 0.333 0.279 0.304 0.37 0.271 0.497 0.619 1.059 0.03 0.484 0.521 0.393 0.959 1.028 0.444
"8158" "FBtr0300892" 0.109 0.321 0.557 0.427 0.343 0.196 0.318 0.333 0.279 0.304 0.369 0.271 0.497 0.618 1.065 0.03 0.483 0.52 0.392 0.957 1.026 0.447
"8159" "FBtr0075501" 127.691 104.903 140.054 114.701 123.063 159.637 119.804 102.714 152.351 140.459 121.004 102.009 99.705 127.448 105.754 75.592 91.474 110.701 91.303 135.555 118.554 118.988
"8160" "FBtr0075500" 117.41 96.641 128.208 105.783 112.682 146.956 110.063 94.53 140.193 129.229 111.226 94.092 92.531 115.7 97.111 69.883 84.257 102.719 84.61 124.633 108.966 109.097
"8161" "FBtr0075499" 126.355 103.75 139.123 113.228 121.211 159.355 118.75 101.274 151.658 139.16 119.775 101.165 98.527 125.283 103.971 74.096 90.131 109.202 90.09 133.727 117.638 117.367
"8162" "FBtr0301472" 41.68 42.491 45.279 43.99 32.008 51.797 37.28 39.127 44.756 34.761 39.619 41.167 33.898 36.964 39.941 15.74 38.729 39.171 41.146 38.12 37.991 34.938
"8163" "FBtr0301473" 42.584 43.545 46.194 44.664 32.678 53.213 38.203 40.071 45.862 35.577 40.64 42.139 34.62 37.812 40.948 16.073 39.484 40.044 42.022 39.002 38.862 35.781
"8164" "FBtr0112852" 38.994 39.51 41.809 41.043 30.121 48.792 34.939 36.105 42.925 33.174 37.325 40.362 32.795 34.914 36.97 14.568 36.59 37.188 39.835 35.97 36.739 33.616
"8165" "FBtr0112851" 42.446 43.031 45.646 44.946 32.967 53.244 38.071 39.254 46.858 36.03 40.699 43.964 35.773 37.982 40.459 15.958 39.815 40.579 43.494 39.206 39.914 36.584
"8166" "FBtr0301575" 41.211 41.735 44.194 43.721 31.826 51.836 36.879 38.293 45.47 34.931 39.622 42.68 34.701 37.071 39.393 15.224 38.868 39.392 42.133 38.243 38.816 35.362
"8167" "FBtr0091792" 0.136 0.363 0.705 0.509 0.451 0.192 0.401 0.425 0.323 0.379 0.427 0.271 0.593 0.851 1.294 0.021 0.643 0.625 0.502 1.236 1.173 0.537
"8168" "FBtr0091795" 0.134 0.351 0.682 0.48 0.437 0.186 0.388 0.411 0.312 0.367 0.413 0.262 0.574 0.823 1.251 0.021 0.621 0.605 0.486 1.195 1.134 0.525
"8169" "FBtr0300891" 0.135 0.362 0.704 0.508 0.45 0.192 0.4 0.424 0.322 0.379 0.426 0.27 0.592 0.849 1.302 0.021 0.641 0.624 0.501 1.233 1.17 0.542
"8170" "FBtr0075441" 44.205 37.632 63.675 37.16 29.929 54.436 34.526 30.861 48.232 49.444 46.087 47.071 30.301 44.266 38.71 13.517 32.018 30.042 43.813 42.504 33.256 37.379
"8171" "FBtr0112850" 37.566 33.185 54.614 35.118 27.369 50.724 29.965 27.939 48.445 40.637 40.05 44.903 28.651 34.92 32.806 19.627 29.204 25.689 38.046 32.821 34.335 34.404
"8172" "FBtr0075498" 6.818 5.296 7.691 5.755 4.605 7.873 6.033 6.053 6.094 6.439 6.39 5.795 6.041 8.543 7.058 2.5 6.42 6.779 6.378 6.881 4.712 5.947
"8173" "FBtr0301889" 22.524 23.056 22.839 23.075 19.742 22.268 18.28 22.989 21.128 16.493 18.354 19.02 17.747 20.919 26.855 12.945 25.037 25.449 22.736 21.693 21.399 19.304
"8174" "FBtr0075497" 0.181 0.214 0.183 0.178 0.421 0.15 0.195 0.11 0.262 0.384 0.297 0.324 0.329 0.131 0.409 1.232 0.231 0.233 0.221 0.45 0.492 0.339
"8175" "FBtr0302503" 26.58 26.909 28.713 27.769 23.311 28.841 23.271 23.839 25.06 26.152 23.892 29.004 24.305 26.095 23.753 10.691 23 24.687 28.158 24.856 25.883 21.527
"8176" "FBtr0075444" 27.997 28.516 30.227 29.015 24.594 30.488 24.66 25.602 26.364 27.286 25.196 30.905 25.484 26.866 24.805 10.47 23.939 24.943 29.277 26.124 27.066 22.836
"8177" "FBtr0075496" 1.745 1.362 1.689 1.636 1.404 2.523 1.466 1.556 2.572 1.455 1.335 1.935 2.19 2.966 1.779 4.24 2.559 1.644 2.094 2.057 2.506 1.885
"8178" "FBtr0075446" 0.101 0.132 0.131 0.189 0.675 0.167 0.08 0.266 0.348 0.084 0.127 0.188 0.338 0.261 0.387 4.011 0.044 0.221 0.255 0.117 0.226 0.282
"8179" "FBtr0302328" 2.812 3.44 2.35 3.276 2.045 3.23 2.401 2.626 2.901 2.333 2.921 3.151 2.664 2.993 2.593 2.845 2.614 2.637 2.908 2.463 2.561 2.657
